,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,20.5,184.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,19.715,164.07,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0, 0, 0"],"[52, 45, 17, 8, 34, 14"]
2,19.715,135.77,-1,0,0,0,0,0,1,1,"[0, 0, 0, 0, 0, 0"],"[52, 27, 24, 4, 30, 53"]
3,13.05,101.355,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[28, 67, 51, 29"]
4,45.78,87.08,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[57, 31, 26"]
5,56.05,111.055,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[44, 40, 33"]
6,49.555,155.125,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[35, 46, 2, 32"]
7,96.68,161.29,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[6, 64, 23, 72, 48"]
8,83.525,125.945,-1,0,0,0,0,0,0,1,"[0, 0"],"[3, 13"]
9,105.77,119.585,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[21, 12, 36, 38, 37, 63"]
10,87.805,77.3,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[71, 41, 73, 59, 65, 68, 54"]
11,106.115,74.29,-1,0,0,0,0,0,0,1,"[0"],"[22"]
12,99.625,46.47,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[39, 20, 19, 16, 56, 7"]
13,106.585,7.17499,-1,0,0,0,0,0,0,1,"[0, 0"],"[10, 1"]
14,66.355,16.425,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[55, 18, 62, 9, 60"]
15,61.86,41.745,-1,0,0,0,0,0,0,1,"[0, 0, 0"],"[47, 69, 43"]
16,26.43,52.955,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[42, 61, 11, 70, 66"]
17,30.835,28.36,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[5, 25, 50, 49"]
18,11.78,11.115,-1,0,0,0,0,0,0,1,"[0, 0"],"[58, 15"]
