,x,y,z,type,sub_type,side,board,step,big,array,array_idx,comp_idx
0,13.5,2.5,-1,7,0,0,0,1,0,1,"[0"],"[0"]
1,26.72,17.605,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[190, 338, 182, 109, 171, 395, 117, 108"]
2,36.77,60.05,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[400, 121, 169, 194, 233, 270"]
3,27.85,100.235,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[40, 350, 162, 262, 197, 25, 34, 70, 265, 388, 369, 365, 21, 320"]
4,28.41,148.025,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[261, 374, 97, 133, 6, 144, 14, 37, 294, 47, 258, 380, 273"]
5,28.12,206.62,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[301, 101, 67, 113, 193, 27, 259, 76, 201, 354, 187, 272, 137, 356, 318, 199, 129, 321, 305, 11, 205, 100, 20, 221, 53"]
6,46.84,230.34,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[277, 209, 188, 224, 411, 114, 118, 179, 90"]
7,38.025,274.13,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[180, 385, 284, 282, 309, 323, 263, 292, 177, 156, 135, 278, 50, 394, 43, 391, 307, 230"]
8,32.805,329.03,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[148, 392, 163, 348, 1, 319, 198, 24, 289, 63, 333, 13, 326, 360, 8, 288, 410, 128"]
9,77.555,339.47,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[88, 382, 355, 122, 316, 35, 298, 58, 16, 185, 56"]
10,39.145,396.42,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[10, 403, 247, 404, 196, 189, 119, 373, 303, 203"]
11,83.615,382.975,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[359, 267, 94, 78, 107, 286, 397, 105, 2, 19"]
12,120.545,406.045,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[378, 310, 33, 49, 306, 202"]
13,166.28,397.355,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[229, 250, 308, 139, 215, 367, 302, 405, 22, 285"]
14,230.045,399.555,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[241, 401, 153, 291, 271, 12, 206, 150, 228"]
15,235.75,343.26,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[57, 154, 81, 276, 311, 344, 364, 79, 65, 353, 217, 256, 281, 157, 396, 357, 178, 347, 336, 125, 84, 72, 268, 99"]
16,183.335,335.905,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[52, 4, 240, 371, 186, 211, 375, 159"]
17,146.325,347.775,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0"],"[136, 46, 147, 95"]
18,97.685,295.865,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[17, 322, 92, 246, 409, 254, 204, 210, 287"]
19,102.28,244.065,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[274, 242, 111, 386, 351, 207, 317, 15"]
20,151.84,267.94,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0"],"[389, 82, 219, 9, 29, 328, 26, 342"]
21,176.51,208.26,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[59, 145, 337, 184, 232, 358, 106, 223, 324, 173, 345, 176, 339"]
22,126.425,196.205,-1,0,0,0,0,0,0,1,"[0, 0"],"[243, 245"]
23,79.035,185.61,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[222, 62, 244, 45, 295, 234, 266, 74, 38, 366, 161"]
24,71.495,128.4,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[51, 341, 69, 151, 376, 83"]
25,89.04,89.56,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[130, 293, 174, 36, 146, 89, 283, 212, 279, 349, 299, 239"]
26,85.68,36.64,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[290, 260, 124, 312, 249, 213, 191, 140, 297"]
27,121.29,26.81,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0"],"[314, 362, 87, 167, 93"]
28,167.465,29.875,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[275, 77, 3, 149, 103, 370, 218, 170, 304, 64"]
29,229.37,27.77,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[31, 30, 66, 407, 408, 402, 253, 155, 208"]
30,218.99,50.41,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[227, 116, 383, 143, 300, 5, 60, 195, 41, 141, 7, 168"]
31,223.03,106.355,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[237, 183, 330, 120, 160, 127, 18, 112, 68, 131, 115, 61, 313, 372, 332, 248, 387"]
32,168.505,79.665,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[220, 226, 80, 71, 231, 346, 280, 86, 296, 264, 39, 126, 269, 96, 85, 225, 352, 331"]
33,143.74,89.95,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[340, 152, 110, 138, 257, 23, 363, 73, 192, 32, 200, 28"]
34,128.76,142.03,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[384, 123, 379, 335, 134, 390, 54"]
35,184.07,140.8,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0"],"[98, 368, 329, 315, 381, 164, 158, 252, 172"]
36,229.86,166.14,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0"],"[166, 399, 377, 216, 393, 42, 75, 325, 55, 236, 175, 214, 255, 406, 132, 48, 251, 165"]
37,239.715,227.105,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0"],"[235, 102, 343, 142, 238, 104, 44"]
38,225.87,283.075,-1,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0"],"[181, 327, 91, 334, 398, 361"]
